time,cont,conterr
-2.0,-1.2711591970521718,0.0571796596050262
-1.5368022735357427,-1.03608257293316,0.0648412704467773
-1.5338313533714016,-1.1175068392442262,0.0723001658916473
-1.454116874435623,-1.2782646629671945,0.0549017712473869
-1.4526001415096166,-1.228675874094048,0.0595928467810153
-1.438542998205722,-1.2731437288096212,0.0654102340340614
-1.3963872047159478,-0.9849426337060116,0.0645342320203781
-1.3559201447932625,-1.2420302834524257,0.0563368313014507
-1.3543565026015054,-1.1066072308569395,0.0660580992698669
-0.987979500650866,-1.2439742322307408,0.0650998055934906
-0.9426807863556566,-0.7374676072620907,0.100293181836605
-0.9410545984762275,-0.9628984547476722,0.0659153163433075
-0.9332676603612828,-0.8099130257963101,0.0689335241913795
-0.9316883817476047,-0.8328345223792348,0.0735992789268493
-0.9006188113973841,-0.6251003991406434,0.0692769140005111
-0.8897202253208341,-0.9133932346753657,0.0703027099370956
-0.8896420432112531,-0.7181973503545316,0.0689163655042648
-0.38447616032023646,-0.4768210528398171,0.085901066660881
-0.381333239514801,-0.3514078640359415,0.119653582572937
-0.37825286439703754,-0.6229521006403904,0.0915927067399025
-0.3439309182879702,-0.1703004501084282,0.1021961793303489
-0.3408036339044558,-0.1913164777907126,0.1001564264297485
0.18154667667398128,-0.6841035399507116,0.0696040689945221
0.2065962245859274,-0.9360244344618831,0.0859574377536773
0.21912099854190625,-1.020571757323535,0.1186899468302726
0.22217010081582833,-0.6097563476847916,0.1058997809886932
0.2253755673089355,-1.0370572916731893,0.0699120908975601
0.23155195396637218,-0.9793247976011714,0.0853986591100692
0.24711019377435228,-0.7768628844126111,0.1194014325737953
0.2502374781578669,-1.0091073482596404,0.0866462141275405
0.7226294207096529,-0.2177998715466869,0.121529072523117
0.7320269102821171,-0.5506518354181746,0.0727419927716255
0.7382189333614741,0.46478718482782666,0.1498372554779052
0.7397825755532317,-0.4721047003713512,0.0871478021144867
0.7522917130872897,-0.6953581400736604,0.1357080787420272
0.7586088275419902,-0.904580669501025,0.0817578732967376
0.760109924046076,-0.39549562247044334,0.1065177991986274
0.7695855957281328,-0.41632545687926004,0.1032325625419616
0.7867543869936209,-0.4471327093342783,0.1216037273406982
0.7960424216126629,-1.4254565190821555,0.1784892082214355
0.7961675129880059,-0.44936246862011386,0.2982560992240906
0.7991384331523359,-0.669395372035773,0.1448340564966201
0.7992947973715205,-0.9925308007195743,0.1587970554828643
0.8008428031413573,-0.7424738044584274,0.1492398381233215
0.8038449961495284,-0.28246186876791013,0.2063531577587127
0.8039700875248714,-0.5311738824987251,0.2043453603982925
0.8053773654974554,-0.9673965367314032,0.108001172542572
0.8055493661385498,-0.6457304880473465,0.1791744977235794
0.8116162978425638,-0.9748386069855768,0.0664799809455871
