time,cont,conterr
-2.0,-1.4095853667502714,0.0334829129278659
-1.5369135387429873,-1.9204876202072634,0.0363805145025253
-1.5338175393059028,-1.8482578128678129,0.0259677302092313
-1.4541033719812009,-1.8923118297946988,0.0240786001086235
-1.4526022813450368,-1.8552488760447092,0.0259679872542619
-1.4385451929917834,-1.8539538525337123,0.0307083111256361
-1.3963739279320118,-1.7665578236381776,0.0841933563351631
-1.3559070261987252,-1.8097398924640338,0.0252369958907365
-1.3543433901193862,-2.0,0.0330574549734592
-0.9879834567302785,-1.4449947147820357,0.0340706631541252
-0.9410431016285299,-1.4997107479857112,0.026521285995841
-0.9332718303142138,-1.3872320226809696,0.0294842384755611
-0.9316925578740782,-1.6213681459042624,0.0292962826788425
-0.9006231089776218,-1.5964299142691856,0.0332991890609264
-0.8897245655046278,-1.5072719310748244,0.0286028143018484
-0.8896463837006563,-1.498555029792635,0.0292963478714227
-0.38448247554864,-1.2153963333034563,0.0350243486464023
-0.3813395670291657,-1.521424319483848,0.0391225814819335
-0.3782592039528663,-1.4625446051113395,0.0395932905375957
-0.34392175565058536,-1.4942288257529146,0.029027234762907
-0.3423581195712466,-1.4633933356593882,0.032033447176218
-0.34081011985270426,-1.4373638790339691,0.033979270607233
0.1815537851720399,-1.392708785457547,0.0315900892019271
0.1847592391346895,-1.3227620374950582,0.0312498901039361
0.20658759880225874,-1.083858576725306,0.0494754612445831
0.2096523255177618,-1.367742176813275,0.0308174435049295
0.21911232379775525,-1.3164339644423175,0.0326282121241092
0.22216141415247304,-1.3895898941731035,0.0358499810099601
0.22536686811511064,-1.4350163264542735,0.037761140614748
0.24710140961792382,-1.4843536265495298,0.044818852096796
0.2502443181373981,-1.4576689189842837,0.0366285219788551
0.7226187777056761,-1.2312642409053298,0.0409988686442375
0.7382238657774831,-0.7129581677739074,0.0463336780667305
0.7397718654960257,-1.3758347838929517,0.0340905450284481
0.7522809541307365,-1.5063200114023982,0.0444764904677867
0.7570187714511318,-1.355013798320726,0.0451741218566894
0.7585980438912672,-1.401007770785998,0.037433847784996
0.7600991345274313,-1.171048227372081,0.0412351824343204
0.7867434933193671,-1.2489482770963403,0.0418835878372192
0.7960314916306439,-1.3326991501730627,0.0672691538929939
0.7961565825169825,-1.369553145946178,0.1051629036664962
0.7976264004315645,-0.7361550829350436,0.1219755709171295
0.7991274910677286,-1.285722301298045,0.0564101412892341
0.7992838546756604,-1.4180984695118106,0.0599245689809322
0.8008318543942141,-1.3689030544625749,0.0512552000582218
0.8038340356665419,-1.3777927975281046,0.0487741641700267
0.8039591265528916,-1.2546236789373584,0.0941381305456161
0.8053663990242876,-1.4204228045385157,0.0858494490385055
0.8055383989930158,-1.3557051654540917,0.0522535890340805
0.8086343984301116,-1.2532177271176503,0.0470202714204788
0.8116053069808582,-1.3380907819220393,0.0318704545497894
0.8131689430601967,-1.4909293535007877,0.0547204501926898
0.8147325791395357,-1.300532520375015,0.0356419272720813
0.8164369424660096,-1.2126927782446417,0.1067385375499725
0.8164838515483881,2.0,0.3582355082035064
0.821080941621648,-1.4192851444422017,0.0428026132285594
0.8225663958970153,-1.2311507328685094,0.0324578434228897
0.8241925774195291,-1.1059513682555426,0.0451032929122448
0.8273511222998002,0.2747810294533961,0.0791330263018608
0.8319482123730491,-1.2432341793336739,0.0509944483637809
0.8476002095272346,-1.335198906711232,0.0518697872757911
0.8523067541260478,-1.281403836442658,0.0428270474076271
1.3058550352990839,-1.1355098929348342,0.0634698122739791
1.313688852056575,-1.512338517081992,0.0414544269442558
1.334031757448777,-1.2311481531403996,0.0378394126892089
1.3355484844457264,-1.0439140666769426,0.0373332612216472
1.3370495750819016,-1.2751067201272321,0.0316895358264446
1.3386132111612405,-1.2739148857406173,0.0323895886540412
1.340270665405336,-1.2276655201924944,0.0317089632153511
1.3417248469591216,-1.488963600681306,0.0429317392408847
1.3621615705160806,-1.8334450140627427,0.0442543886601924
1.3668681151148938,-1.1527940712688585,0.0475114546716213
1.3684317511942328,-1.162044976269726,0.0556020736694335
1.3699172054696,-1.0768700932765192,0.034817449748516
1.3714182961057642,-1.1560264705901322,0.032629121094942
1.377813567670266,-1.282624047838478,0.0573346838355064
1.3792364765024585,-1.135672415805741,0.0423359163105487
1.380784476221001,-1.2131829265854526,0.0385455526411533
1.3839273847404754,-1.2183372233483452,0.0425062216818332
1.3855066571806107,-1.1865833500478216,0.0361279398202896
1.3870077478167748,-1.1615703062975677,0.0472198501229286
1.3871172023423282,-1.3560921246705204,0.0497105717658996
1.3964990188183615,-1.31595413501394,0.1052023693919181
1.3980313821761188,-1.318484848289405,0.0607294142246246
1.3996106546162426,-1.234045187807431,0.0883595272898674
1.404254653771881,-1.3002564894672926,0.0595267750322818
1.4058339262120163,-1.2204500206700764,0.0599990300834178
1.4089611983706942,-1.3037081656778784,0.0416086092591285
1.4105091980892364,-1.0813562404590367,0.04369692876935
1.4136364702479143,-1.3140219186598827,0.0489352457225322
1.4167950151281854,-1.263781713726282,0.0417458042502403
1.4245662864424902,-1.34197843218314,0.0410674028098583
1.4292415583197213,-1.3344817422967705,0.0559478923678398
1.864088751983866,-0.8891897138501088,0.0838110223412513
1.867216024142544,-1.0378852420849154,0.05681162327528
1.8937822011305085,-1.2305677143157498,0.0329304337501525
1.910997834364033,-1.0552726095433171,0.0468479692935943
1.9188316511215238,-0.9932017714992929,0.0459269508719444
1.9203640144792695,-1.032963120851878,0.0459730066359043
1.9250861954388796,-1.2054540611692135,0.0499276556074619
1.9266341951574217,-1.1382908398369354,0.0364261679351329
1.936016011633455,-1.0920853296666846,0.0390053056180477
1.9375952840735908,-1.1803275093821486,0.0454707518219947
1.9391276474313361,-0.09201761180379919,0.1225888803601265
1.9420672832604895,-1.1964817668041827,0.093993566930294
1.9422861923116073,-1.2397076910079061,0.0674176290631294
1.954748371863929,-1.1613355510395884,0.0867318287491798
1.957766189497053,-1.2522322709798002,0.038400825113058
1.9624727340958663,-1.3497614718896749,0.0351271443068981
1.9671949150554764,-1.2927236833873894,0.045882798731327
1.9734025502904422,-1.1477068474368144,0.042131770402193
1.9812363670479334,-1.2228027327059865,0.039651732891798
