time,cont,conterr
-2.0,-0.4221334226808342,0.0606769397854805
-1.913069748410124,-0.5715786340427256,0.0756988525390625
-1.4614852178036513,0.234615283002022,0.0827126204967498
-1.457018627364758,0.0913809513422378,0.0846513584256172
-1.3790368531952597,0.9451388641441794,0.0833209380507469
-1.3775683851057607,0.4528965566482981,0.0968801826238632
-1.3638167933092995,0.2273803573782742,0.0869335383176803
-1.3225620179199051,1.2369296560496057,0.0918217152357101
-1.282974565673792,1.1179186765225304,0.0886048823595047
-1.281444911413896,0.9648984089921724,0.1162808611989021
-0.9230469183202908,0.4032223087666997,0.1010667532682418
-0.8406903329674893,0.4394254970146929,0.096172496676445
-0.3326615601708664,0.3115639393956226,0.0878895297646522
-0.3295869551084727,0.6240923657338606,0.1175227612257003
-0.2914526744092671,-0.2174200800740395,0.0919075161218643
-0.2899383166919733,0.7936222305108749,0.0782119557261467
-0.2487447274729759,-0.3001319212417856,0.0646050050854682
0.2210732819114529,0.0904564865161101,0.0731867998838424
0.2242090731442441,0.1019841296185344,0.0891078040003776
0.245578343154992,0.3661590379192487,0.0872460827231407
0.2485611689617846,-0.2231393136816573,0.0687932670116424
0.257815577234159,-0.3593466342063778,0.0811938047409057
0.2607984030409516,-0.0186238055179719,0.1015011221170425
0.2639341942737427,-0.0397214764177611,0.0786423310637474
0.2699763286003271,-0.6252269669942185,0.1142289489507675
0.2851963884862982,0.6838557637605831,0.2080809921026229
0.2882709935486809,0.041755586262361,0.1219723001122474
0.3446540495684451,0.4694268288271419,0.0808413252234458
0.7595727675652109,0.7375553098468917,0.0900881141424179
0.7686742104115982,0.7452274168027042,0.1724016517400741
0.7778521359709738,-0.2588432687040733,0.2969427406787872
0.7793970867734603,-0.5172600322534491,0.134070411324501
0.7840319391809545,0.3963063136175861,0.1205941885709762
0.7855768899834414,0.544198412148948,0.0987208783626556
0.7886361985032333,0.5164622996133681,0.102002277970314
0.796315062887917,1.4105067946146002,0.1686294376850128
0.8099442823435838,-0.1363978117088129,0.0908831655979156
0.8221968129653532,-0.6534236725806095,0.1671746522188186
0.8223191853061471,-1.436096453571703,0.2675316929817199
0.823757060310442,1.1355020153994375,0.2548307180404663
0.825378493825939,-1.174168690917757,0.1560945957899093
0.8268928515432328,-1.112739592454544,0.1647262424230575
0.8298297877222303,-0.157878741116126,0.1142475381493568
0.8299521600630246,-0.4581722140562454,0.2099199146032333
0.8314971108655227,0.6229648096666551,0.2321096807718277
0.8345258263001103,-0.6895838580534484,0.1165875717997551
0.8374321693939151,0.3453575361008569,0.0771709233522415
0.8389618236538108,-0.8010919778417838,0.104445107281208
0.8404914779137069,0.1244966920785879,0.078158900141716
0.8421588010569989,-0.4075493580135481,0.15214304625988
0.8435813795186915,0.4266088545342388,0.0786508843302726
0.8467018742088808,-1.0515615196427437,0.1059658974409103
0.8481550457557883,0.3176356494360401,0.0854323133826255
0.8528357877910664,-0.1864432328819758,0.0878189653158187
0.8587708463194583,-1.1619208393968286,0.2839696705341339
0.8741591681740188,-0.1611725314963907,0.1202534511685371
0.8772490697790039,0.2487628979534935,0.1038469970226287
0.8848361549080859,-0.7415886287331146,0.0821693390607833
1.2995101282232744,0.4612538357350892,0.1577269434928894
1.3209405844044193,-1.043486102475857,0.1452856212854385
1.3286041522464895,0.1654856800352369,0.1199052035808563
1.3301796961341807,-1.0390058202779229,0.1026947721838951
1.3316481642236906,-1.3757249198914248,0.1044894829392433
1.3377208916354677,0.4100646003566766,0.1008943766355514
1.3485049541677383,1.5310834870291896,0.1024040728807449
